,kh,xb,rhsc,nl,jf,xfsp,gwspph,jjph,xfpc
8053,a9564b9c,女,1972,42,74.0,7380.0,['周大福柜'],春季,1
8054,6d00c05d,女,983,31,2320.0,2320.0,"['娇兰柜', 'OHUI/后', '乔治.阿玛尼']",春季,2
8055,3feb2f0a,女,1633,39,2980.0,2980.0,"['植村秀柜', '赫莲娜(HR)', '乔治.阿玛尼']",冬季,3
8056,aa8c2460,女,1892,30,2170.0,2170.0,['阿玛尼GIORGIO ARMANI'],夏季,1
8057,140c2ea0,女,1494,54,359009.0,384014.1,"['bebelux', '多样屋柜', '利快柜']",夏季,76
8058,1b50e6bc,女,1060,46,7538.0,9284.0,"['迪奥柜', '周大福柜']",冬季,1
8059,c776b579,女,787,63,2580.0,2580.0,['Rebecca'],冬季,1
8060,6b107e5d,女,1119,43,39690.0,44612.5,"[""科颜氏(Kiehl's)"", 'PAW IN PAW', 'H.GENTEEL荷高']",冬季,11
8061,63c65692,女,687,27,2450.0,2450.0,['APM'],夏季,1
8062,0e80a666,男,869,37,4190.0,4955.0,"['CHANEL', 'Folli Follie']",夏季,3
8063,057e165c,女,1642,30,0.0,760.0,['圣罗兰(YSL)'],春季,1
8064,10a721e5,女,1321,51,2592.0,2592.0,['CANUDILO柜'],春季,1
8065,44cea015,女,9,26,3210.0,2745.0,"['OHUI/后', ""科颜氏(Kiehl's)"", 'CHANEL']",冬季,6
8066,b62b1fe1,女,991,41,9710.0,10710.0,['COACH 柜'],春季,1
8067,84a0fc9a,女,2517,48,3782.0,4582.0,['SONG OF SONG'],秋季,1
8068,1ee3cf6c,女,4633,50,3416.0,6274.24,"['K.H.Design', 'COMICO']",春季,4
8069,56013ffc,女,717,45,239572.0,385101.94,"['LANCOME', 'CHANEL', '朗姿柜']",春季,67
8070,23c0d250,女,2195,33,1715.0,1715.0,"['多样屋柜', '康宁柜', '罗莱柜']",夏季,2
8071,3926bf62,男,2117,46,1371.0,1371.0,"['江南布衣柜（童装）', '兰蔻柜']",春季,2
8072,f1952aec,女,5243,45,1080.0,1080.0,['阿玛尼GIORGIO ARMANI'],秋季,1
8073,6cc36343,男,3268,44,15307.0,20622.3,"['HEYIN集合柜', 'PAW IN PAW BABY', 'OXETTE柜']",夏季,15
8074,afc55c21,女,1753,29,59498.0,61431.4,"['雅芳婷柜', ""O'2ND"", 'BY selvage 柜']",春季,8
8075,d38e7655,女,2184,35,320.0,320.0,['Dior'],秋季,1
8076,db7ce6ae,女,774,41,2120.0,2120.0,['CHANEL'],春季,2
8077,8528b5e7,男,1015,34,8014.0,14814.0,"['soho', '六福柜', 'bebelux']",夏季,5
8078,7148d58a,女,1608,28,590.0,590.0,['娇韵诗柜'],春季,1
8079,753493a3,女,2393,42,29214.0,33457.06,"['雅芳婷柜', 'YARLOKS（女鞋)', '罗卡芙']",夏季,8
8080,ab4880fe,女,105,48,38292.0,175878.71,"['GIVENCHY 柜', 'CERRUTI 1881 柜', 'PORTS']",秋季,12
8081,994eaf9a,女,1479,53,3443.0,5610.0,"['Fellala', '雅芳婷柜', 'HEYIN']",夏季,4
8082,5f8a51fd,女,11,30,9190.0,9298.0,"['欧莱雅柜', 'YSL']",冬季,7
8083,4b132d48,女,877,39,16754.0,24649.0,"['PAW IN PAW BABY', 'CLARINS', 'soho']",冬季,16
8084,6df71db2,女,2760,46,29496.0,29896.199999999997,"['CLARINS', 'ICICLE', 'CLEAR LUCERNE']",秋季,16
8085,01b3b257,女,4628,50,2091.0,2091.0,['pikolinos'],春季,1
8086,1cd9a345,女,2398,46,328.0,1378.0,"['康宁柜', 'LANCOME']",夏季,2
8087,927a1206,女,953,10,0.0,6170.08,"['兰蔻柜', 'DAZZLE DIANMOND柜']",春季,1
8088,22458a79,女,3683,36,200.0,200.0,['Shu Uemura'],夏季,1
8089,9a1ed569,女,925,47,5964.0,5964.0,"['Calvin Klein Jeans柜', 'D.EXTERIOR集合店']",夏季,1
8090,df6366cd,男,948,25,8083.0,8083.0,"['CLARINS', 'PARKER', 'PANDORA柜']",秋季,3
8091,9b5acc76,女,309,49,12973.0,12973.0,"['NAERSILING', '迈雅(*)', 'PAW IN PAW']",秋季,3
8092,00be3189,女,952,30,1440.0,1440.0,"['YSL', 'CHANEL', '阿玛尼GIORGIO ARMANI']",夏季,5
8093,576fb1e2,女,3158,48,40254.0,50683.40000000001,"['SONG OF SONG', 'OBBLIGATO', 'Marisfrolg']",夏季,14
8094,de6aa7ee,女,2869,35,260.0,260.0,['欧舒丹柜'],冬季,1
8095,b048cb66,女,14,26,3.0,256.0,['周大福柜'],冬季,1
8096,7f005922,女,1070,40,4950.0,4950.0,['GORNIA柜'],冬季,1
8097,fd72cf39,女,947,34,402.0,402.0,['Rime'],春季,1
8098,a46f3014,女,1719,44,1670.0,1670.0,"['乔治.阿玛尼', '海蓝之谜', '香奈儿柜']",春季,1
8099,e8db2142,女,2637,45,9110.0,9110.0,"['BY selvage 柜', 'INSUN', 'ICICLE']",春季,4
8100,5b2c62c1,男,1297,33,8323.0,8323.0,"['CANUDILO柜', '吉弗雷 柜', 'SATCHI男装']",夏季,2
8101,8958ffe8,女,2224,31,1953.0,3483.0,"['圣罗兰柜', '惠谊柜3F特卖', '植村秀柜']",冬季,4
8102,4273b38d,女,1885,39,6450.0,6450.0,"['兰蔻柜', '植村秀(Shu Uemura)', '兰蔻(LANCOME)']",夏季,2
8103,0267f5c7,女,2429,28,5455.0,5455.0,"['阿玛尼GIORGIO ARMANI', 'CHANEL', 'LANCOME']",春季,4
8104,265d4582,女,40,28,1584.0,1584.0,['M.TSUBOMI柜'],春季,1
8105,f26b495b,女,3721,53,90470.91,232010.05000000002,"['OHUI/后', 'LANCOME', 'natwres柜']",春季,38
8106,e013f82c,女,2225,39,20750.0,20750.0,['HUGO BOSS柜'],秋季,2
8107,b79b3edd,女,3188,49,2913.0,2913.0,"['SATCHI皮具', '双立人柜']",秋季,2
8108,3f7f3877,女,942,29,1325.0,1325.0,"['兰蔻(LANCOME)', '兰芝柜']",夏季,2
8109,3defb3d5,女,646,41,963.0,4814.0,['谢瑞麟柜'],夏季,1
8110,5107965b,女,2371,48,34800.0,50758.74,"['LANCOME', 'SATCHI皮具']",冬季,6
8111,d403a507,女,863,41,12565.0,13132.0,"['CHANEL', '例外（4F女装）', 'MU']",夏季,5
8112,567ee325,女,2878,48,11568.0,11568.0,"['V-GRASS柜', 'GORNIA柜']",秋季,3
8113,d062c6bb,女,913,40,15975.0,16984.4,"['LANCOME', '欧莱雅柜', 'LUKA DILONG']",秋季,8
8114,b71ea8c2,男,3136,42,10059.0,10059.0,"['雅乐士柜', 'COACH 柜']",春季,2
8115,39e17547,女,438,44,54202.0,61817.28,"['JNBY', 'Kingkow', 'VICUTU']",春季,19
8116,b8e175dc,女,150,49,14241.0,24034.0,"['KODICE', 'ZUCZUG', '23区']",夏季,4
8117,79ed0bc6,女,4677,61,5150.0,6029.0,['PORTS'],秋季,1
8118,30ec3754,女,1712,55,6764.0,7964.0,"['HEYIN', '朗姿柜', 'LAMPO']",春季,4
8119,ae1bb427,男,4829,63,1603.0,3952.9,"['YARLOKS（女鞋)', 'INSUN']",春季,2
8120,381dfc2a,女,66,23,5170.0,5170.0,"['GUERLAIN', '雅诗兰黛ESTEE LAUDER', '阿玛尼GIORGIO ARMANI']",春季,5
8121,a0c4c3cd,女,2906,38,3096.0,4066.3999999999996,"['LEE童装 柜', 'ROOKIE', 'YY KIDS']",春季,5
8122,227b2fdf,女,859,33,4122.0,4122.0,"[""科颜氏(Kiehl's)"", 'Sheme']",秋季,1
8123,1814715a,女,1943,27,2330.0,2330.0,"['阿玛尼GIORGIO ARMANI', 'YSL', 'Dior']",冬季,3
8124,219d2caa,女,2835,40,770.0,770.0,['LANCOME'],春季,1
8125,a0ba37e4,女,1860,39,279.0,279.0,['ROOKIE'],春季,1
8126,63ac1622,女,36,28,7920.0,12447.0,"['CLARINS', '香水 柜']",夏季,6
8127,d0b00522,女,4427,55,7316.0,7316.0,"['YSL', 'COACH 柜', 'VASTO柜']",春季,3
8128,c4ec5d25,女,1658,47,3042.0,1521.0,['INSUN'],春季,1
8129,2825d61f,女,691,43,697.0,697.0,['思加图柜'],夏季,1
8130,df799eda,女,1327,31,0.0,734.02,['莱尔斯丹（新）'],夏季,1
8131,b8005fa6,女,2505,44,1708.0,1708.0,['ASH 柜'],春季,1
8132,558d7864,男,2239,36,2470.0,2470.0,['BOBBI BROWN'],夏季,1
8133,fbd772c3,女,1429,43,3016.0,3016.0,"['沙驰男装柜', '施华洛世奇柜']",冬季,2
8134,d7a2c1c7,女,2846,30,6224.0,6224.0,"['APM', 'PANDORA柜', 'Fancl柜']",春季,2
8135,d97cb268,女,737,50,4980.0,10820.0,['LANCOME'],春季,3
8136,09fb08cb,男,953,43,7788.0,7788.0,"['芭比波朗(BOBBI BROWN', 'COACH 柜', '思加图柜']",春季,4
8137,4dbbfa18,女,3175,45,15245.0,15245.0,"['OHUI/后', '欧舒丹柜', '兰芝柜']",夏季,11
8138,1ec6e56e,女,2912,51,2115.0,2274.0,"['兰芝柜', ""科颜氏(Kiehl's)"", '飞利浦 柜']",夏季,6
8139,da82c5b3,男,233,48,15870.0,79170.0,"['瑞士钟表柜', '同仁堂 农柜']",春季,3
8140,95d16fcc,女,4913,49,959.0,959.0,['TOP柜'],冬季,1
8141,4bd62721,女,2877,53,230.0,230.0,['欧莱雅柜'],夏季,1
8142,e4f590be,女,390,55,17378.0,17961.0,"['新Ruco line 柜', '吉弗雷 柜', 'VME柜']",夏季,6
8143,1ae3dc50,女,1569,29,1050.0,1050.0,['兰蔻柜'],冬季,1
8144,dcac2bfc,女,27,30,6480.0,6480.0,"['Dior', 'COACH 柜']",秋季,2
8145,f694b2ce,女,215,24,3970.0,3970.0,['CHANEL'],春季,3
8146,1dfd2896,女,3331,45,16419.0,22102.5,"['CLINIQUE', '阿玛尼GIORGIO ARMANI', '倩碧柜']",春季,9
8147,d50647da,女,2180,39,870.0,870.0,['迪奥柜'],冬季,1
8148,048b0b6c,女,1858,54,18698.0,56938.96,"['MAX&CO柜', '二十三区柜', 'CAGLIARI EXCHANGE']",春季,4
8149,9f023708,女,3597,40,6852.0,8341.0,"['LANCOME', '谢瑞麟柜']",秋季,2
8150,7995bffe,男,790,33,37119.0,41273.34,"['KALTENDIN(男装)', '阿斯顿马丁（男包）', 'V-GRASS柜']",冬季,13
8151,5d446859,男,1279,51,1173.0,3963.06,"['Lonino Lamborghini', '凯莱露喜柜']",春季,2
8152,10055f02,女,523,48,16115.0,16115.0,"['nisiss', 'Wacoal', 'CABRIDA']",夏季,5
8153,c8f1ef8b,男,557,61,5540.0,5540.0,"['COACH 柜', '膳魔师柜']",夏季,2
8154,1da996c9,女,2577,63,1851.0,2432.0,"['CAGLIWASH', 'INSUN']",春季,2
8155,14902d5c,女,1125,38,27940.0,27940.0,"['LA MER', '莱珀妮(La Prairie)', 'CLARINS']",春季,7
8156,5b38b20c,女,3299,46,11742.0,11742.0,"['PORTS', ""SHE'S"", 'CHANEL']",夏季,3
8157,04ba0c12,女,917,25,1602.0,1602.0,"[""O'2ND""]",夏季,1
8158,ec2f9f80,女,713,51,17289.0,24018.999999999996,"['LANCOME', 'ZUCZUG', '兰蔻(LANCOME)']",春季,9
8159,9413a8b7,女,1589,62,2319.0,2319.0,"['小笑牛柜', 'Naturino', 'PAW IN PAW']",春季,4
8160,b338de06,女,2368,40,12489.0,12489.0,"['LANCOME', 'OHUI/后', '施华洛世奇柜']",春季,3
8161,1dacf62c,女,20,48,10780.0,10780.0,['COACH 柜'],冬季,2
8162,066598ea,女,1746,38,5695.0,5695.0,"['LANCOME', '兰芝柜']",夏季,3
8163,c86514f8,女,3810,46,2420.0,2420.0,"['LANCOME', 'LAMPO']",春季,1
8164,c28b7046,女,2405,38,0.0,686.0,['科颜氏柜'],春季,1
8165,bd8c563a,男,1920,27,13787.060000000001,13887.060000000001,"['精典泰迪柜', 'CC 柜', '丸岛 FOI.BITZ柜']",冬季,16
8166,f7ec26df,女,929,46,8930.0,14750.0,"['兰蔻(LANCOME)', 'LANCOME']",夏季,2
8167,c3b2879e,女,135,36,2665.0,7600.0,['雅诗兰黛ESTEE LAUDER'],冬季,1
8168,6d8f2234,女,5,24,2640.0,2640.0,['COACH 柜'],冬季,1
8169,3aa9f0ac,女,2355,40,3300.0,3300.0,['OHUI/后'],冬季,1
8170,1caa7b4d,女,1413,42,1176.0,1176.0,['和音（原4楼）'],秋季,1
8171,493a8e0e,女,2758,38,2372.0,2372.0,"['COACH 柜', 'CHANEL']",冬季,2
8172,bc26061c,女,3199,45,3747.0,5776.0,"['coach 柜', 'COMICO']",冬季,2
8173,d2baa853,女,9,55,1545.0,1545.0,['BIOTHERM'],冬季,1
8174,99421f7e,女,1675,33,2145.0,49640.0,"['丸岛 FOI.BITZ柜', 'CARTIER 柜', 'YSL']",冬季,2
8175,0a9ffb9c,男,186,46,62342.0,110937.31,"['LAMPO', 'Embry Form(4F)', 'Scofield']",秋季,14
8176,8063c401,女,5,26,2040.0,2040.0,['CHANEL'],冬季,1
8177,dfd016dc,女,761,49,19958.0,22470.7,"['嘉宝柜', 'YARLOKS', 'YSL']",夏季,6
8178,8bee2ecd,女,2291,38,370.0,370.0,['OHUI/后'],夏季,1
8179,da569a48,女,171,54,88438.0,117431.04,"['BIOTHERM', 'K.H.Design', 'CHANEL']",冬季,40
8180,cf07f4b0,女,1032,47,4120.0,4120.0,"['YARLOKS（女鞋)', 'AUPRES']",春季,2
8181,1bc387be,男,889,39,12240.0,12581.9,"['KENT&CURWEN柜', '兰芝柜', 'HUGO BOSS柜']",冬季,8
8182,34b436c2,女,12,42,3376.0,9679.3,"['NAERSILING', '斯乃纳童鞋', 'Koradior']",春季,3
8183,9162191e,女,3495,45,72639.0,72639.0,"['比华利.保罗 柜', '宝姿柜', '林宝坚尼 柜']",春季,15
8184,01200cfb,女,714,48,2710.0,6140.0,"['AUPRES', '飞利浦 柜', 'Wacoal']",春季,2
8185,4cc24972,女,2809,47,48434.0,46532.1,"['ZUCZUG', 'MARJA KURKI', '沙驰']",冬季,21
8186,6ddcc234,女,949,56,240.0,240.0,['香奈儿(CHANEL)'],夏季,1
8187,9ad7b0ea,男,1492,48,500.0,1099.4,"['雅芳婷柜', '虎牌']",秋季,3
8188,67175e0a,女,4378,37,818.0,818.0,"['EK', 'AD KIDS']",冬季,2
8189,a9f567aa,女,1553,37,25110.0,29017.0,"['雅诗兰黛柜', '雅诗兰黛ESTEE LAUDER']",春季,10
8190,971e6308,女,1032,29,28248.0,29570.62,"['兰芝柜', 'BOSE', 'LAMPO']",夏季,21
8191,e2fb06ca,女,797,40,6452.0,14128.900000000001,"['GUERLAIN', 'CLARINS', 'CLEAR LUCERNE']",夏季,8
8192,0dc0f2f8,女,3359,48,47940.0,81919.65999999999,"['周大福柜', '朗姿柜', '施华洛世奇柜']",春季,21
8193,4eacc701,女,924,35,3170.0,3170.0,"['雅诗兰黛(ESTEE LAUDE', '香奈儿(CHANEL)', 'CHANEL']",春季,3
8194,599b1dac,女,2792,49,10064.0,11427.8,"['欧莱雅柜', '沙驰皮具柜', 'SATCHI皮具']",夏季,6
8195,4da473c4,女,2580,51,2670.0,2670.0,"['欧莱雅柜', 'MaxMara 柜']",冬季,1
8196,ec3337c8,女,2431,54,2280.0,2280.0,['YARLOKS（女鞋)'],秋季,1
8197,a0424b4f,女,917,45,1889.0,1889.0,['ecco'],夏季,1
8198,c5fa03b4,女,3168,59,8948.0,11380.0,"['GORNIA柜', 'ATSUGI']",冬季,2
8199,0bc6fdae,女,22,46,64280.0,64280.0,"['ARMANI COLLEZIONI', 'La Clover', 'HUGO BOSS柜']",冬季,5
8200,8f01c734,男,1065,39,26811.0,46435.0,"['SK-II', 'LA MER', 'OBBLIGATO']",春季,7
8201,2d242af2,女,1023,38,8038.0,9424.0,"['VASTO柜', 'PAW IN PAW', 'WHAT FOR柜']",秋季,6
8202,a67bc434,女,2020,52,2080.0,10895.5,"['Shu Uemura', '雅诗兰黛柜', 'Dior']",夏季,4
8203,a07feff1,女,835,30,40204.0,41888.9,"['雅诗兰黛ESTEE LAUDER', '阿玛尼GIORGIO ARMANI', 'CLARINS']",秋季,18
8204,b92692b2,女,3128,40,54922.0,101490.9,"['Dior', ""科颜氏(Kiehl's)"", 'GUERLAIN']",夏季,25
8205,b89c80bc,女,1696,31,1919.0,2919.0,"['莎莎苏 柜', 'VME柜']",夏季,2
8206,e8aaf569,男,959,30,0.0,2547.9,['YARLOKS（女鞋)'],春季,1
8207,15c77c7e,女,4,56,3262.0,3262.0,['朗姿柜'],冬季,1
8208,2250c38a,女,2321,50,14748.0,14748.0,"['LANCOME', '兰蔻柜', 'DISSONA']",冬季,4
8209,1efdbc39,男,991,42,21043.0,80477.59,"['六福柜', '兰芝柜', 'AUPRES']",秋季,19
8210,20622db7,女,4819,38,13035.0,13035.0,"['JuicyCouture柜', '施华洛世奇柜', 'VME柜']",冬季,7
8211,70a18917,男,1154,53,1520.0,1520.0,['香奈儿柜'],春季,1
8212,e8e15f2a,女,780,31,6151.0,10653.0,"[""科颜氏(Kiehl's)"", '施华洛世奇柜', '瑞士钟表柜']",冬季,6
8213,9bdc0a05,女,2295,31,20195.0,20195.0,"['LIME', 'Sheme']",冬季,1
8214,57d93bed,女,262,54,3005.0,3005.0,['LIME'],春季,2
8215,e7b62b59,女,191,25,350.0,350.0,['BIOTHERM'],冬季,1
8216,d7f72292,女,30,46,6955.0,6955.0,['CHANEL'],冬季,1
8217,ae00615d,女,865,26,1240.0,1379.5,"['CLINIQUE', 'CHANEL']",春季,2
8218,286b1df7,女,125,27,14488.0,30584.899999999998,"['AUM（女装）', 'CHANEL', 'MO&CO.EDITION柜']",秋季,6
8219,9ba1726f,女,688,34,56130.0,58693.2,"['雅诗兰黛ESTEE LAUDER', '比华利.保罗 柜', 'SALUTE']",春季,26
8220,879843a3,女,2030,24,46515.0,46228.2,['V-GRASS柜'],春季,15
8221,d078b473,女,14,32,390.0,390.0,['雅诗兰黛ESTEE LAUDER'],冬季,1
8222,0d2c39c1,女,889,44,60482.0,62426.0,"['Fancl柜', 'CLARINS', '23区']",冬季,38
8223,76ac971c,男,1924,43,14652.0,14652.0,['MaxMara 柜'],秋季,1
8224,e51bb7f4,女,814,32,5135.0,5574.0,"['SK-II', 'Shu Uemura', '飞利浦 柜']",春季,5
8225,7854f6bc,女,48,28,790.0,790.0,['bebelux'],秋季,1
8226,fbdfdfe5,女,439,25,17295.0,17295.0,"['Dior', 'Juicy Couture', '莱珀妮(La Prairie)']",秋季,5
8227,8f6e3679,女,23,22,600.0,600.0,['YSL'],冬季,1
8228,fe690a24,女,1335,53,15266.0,15739.0,"['阿玛尼GIORGIO ARMANI', 'GUERLAIN', '施华洛世奇柜']",夏季,10
8229,a1f9d0ee,女,1050,31,3322.0,3322.0,"['JuicyCouture柜', '芝宝柜']",冬季,1
8230,46c55c95,女,4555,54,4199.0,4199.0,"['SALUTE', 'wacoal柜']",春季,1
8231,ad5465df,女,863,28,21848.0,24125.0,"['CHANEL', 'KALTENDIN(男装)', '飞利浦 柜']",秋季,6
8232,8cc1848f,女,2297,43,6258.0,8258.0,"['LEE童装 柜', '丸岛 FOI.BITZ柜', 'bebelux']",冬季,2
8233,10476d69,男,2544,25,22283.0,53866.8,"['雅诗兰黛ESTEE LAUDER', 'LUKA DILONG', '瑞士钟表柜']",冬季,10
8234,1d11cbd3,女,3504,36,4266.0,4266.0,"['PAW IN PAW', 'JNBY', 'TOMMY  HILFIGER']",春季,1
8235,7a49da45,女,327,42,230.0,1610.0,['CLARINS'],春季,2
8236,3b3d59e9,女,3012,47,3828.0,6503.36,"['Rime', 'DISSONA', 'pikolinos']",冬季,3
8237,cc8d8c05,女,947,36,11769.0,11769.0,"['雅诗兰黛ESTEE LAUDER', '例外（4F女装）', 'LANCOME']",秋季,5
8238,c56f0f3c,女,2495,51,510.0,510.0,['植村秀(Shu Uemura)'],夏季,1
8239,446c0da5,女,2328,42,12713.0,12956.0,"['欧舒丹柜', 'LANCOME', 'JuicyCouture柜']",夏季,10
8240,79189a48,女,862,59,7216.0,7216.0,"['LA FEE', 'Rebecca']",夏季,2
8241,2285c09b,女,2282,39,14975.0,14975.0,"['沙驰男装柜', 'VASTO柜', 'M.TSUBOMI柜']",冬季,2
8242,e4c5f796,男,650,30,4095.0,4095.0,['JUSLA'],春季,1
8243,668743ec,女,3559,50,430.0,430.0,['雅诗兰黛ESTEE LAUDER'],秋季,1
8244,c6f71a44,女,370,63,59978.0,114938.37,"['雅诗兰黛ESTEE LAUDER', 'MaxMara 柜', 'bebelux']",春季,13
8245,22cde9ed,女,161,45,194619.0,242393.16,"['ZUCZUG', 'ICICLE', 'BIOTHERM']",夏季,66
8246,1af3fcdd,女,2259,49,4270.0,4270.0,['迈雅(*)'],冬季,1
8247,6675f2b8,男,1299,30,11639.0,25813.0,"['安莉芳柜(4F)', 'LAMPO', '金至尊柜']",春季,4
8248,d3fb97e8,女,55,31,17942.0,11632.0,"['希思黎柜', 'BY selvage 柜', 'MU 柜']",冬季,3
8249,c1338e07,女,553,39,117674.59999999999,142324.28999999998,"['LIME', 'Sisley', 'ARMANI COLLEZIONI']",夏季,29
8250,af9d610d,女,1197,34,17.0,1653.0,['六福柜'],冬季,1
8251,7b865817,女,925,32,5765.0,5765.0,"['兰蔻(LANCOME)', '雅诗兰黛ESTEE LAUDER']",夏季,1
8252,f1a09df7,男,55,29,1250.0,1250.0,['Jurlique'],冬季,1
8253,89b0409d,女,72,36,4873.0,12865.0,"['CHANEL', '周大福柜']",秋季,2
8254,2850599b,女,3338,53,1377.0,1377.0,"['LEONARDO', '帕翠亚']",冬季,2
8255,1a48e6b1,女,1719,35,2267.0,4802.0,"['CLARINS', ""科颜氏(Kiehl's)"", '周大福柜']",秋季,2
8256,f4cc78ba,女,4775,56,250.0,250.0,['Dior'],夏季,1
8257,cc4e718b,女,2705,45,21042.0,41108.0,"['欧舒丹柜', 'CHANEL', '瑞士钟表柜']",秋季,9
8258,d473b293,女,2212,34,1240.0,1240.0,['兰蔻柜'],春季,1
8259,797158c2,女,3143,66,10875.0,12746.0,"['CAGLIWASH', 'NAERSILING', '雅乐士柜（女鞋)']",春季,5
8260,960ef2bc,女,4997,44,395.0,395.0,['Jurlique'],秋季,1
8261,0b0fc080,男,1272,62,543.0,543.0,['Rime'],冬季,1
8262,3ef61c78,女,943,40,464.0,6298.0,"['OHUI/后', 'Tharsday Island', '香奈儿(CHANEL)']",春季,3
8263,77f76d0f,女,914,32,1420.0,1420.0,['LANCOME'],夏季,1
8264,cfaa2696,女,265,24,5047.0,5047.2,"['bebelux', 'S.T.Dupont、Ostrich', 'VASTO柜']",春季,9
8265,9e852d22,女,557,46,272943.0,313650.7,"['Dior', 'Rime', '朗姿柜']",秋季,85
8266,f7ee16c5,男,675,18,1.0,1.0,['双立人柜'],冬季,1
8267,5992551c,女,557,35,16512.31,16512.309999999998,"['Fancl柜', 'Shu Uemura', 'BNX']",冬季,17
8268,f799cd48,女,959,53,12564.0,12564.0,['DISSONA'],春季,2
8269,949a0f00,女,4,35,3256.0,8196.0,['INSUN'],冬季,1
8270,dea36077,女,1498,45,25600.0,25600.0,"['黛安芬柜(4F)', '路卡迪龙 柜', '芝宝柜']",冬季,7
8271,ff552a75,女,3907,48,6923.0,6923.2,"['Aimer', 'OHUI/后', '嘉里奥']",秋季,4
8272,2bba4700,女,1057,30,9195.0,9195.0,"['CLARINS', '瑞士钟表柜']",秋季,2
8273,3d4766a4,女,3120,71,988.0,988.0,"['欧莱雅柜', '雅诗兰黛柜']",春季,1
8274,8ae0777a,女,1203,43,26722.0,45698.5,"['雅诗兰黛ESTEE LAUDER', 'N.PAIA', 'CHANEL']",夏季,13
8275,b8eb2fab,女,1589,31,10902.0,24902.0,"['Dior', '吉弗雷 柜', 'CARTIER 柜']",冬季,5
8276,a9c475ad,女,1079,50,43746.0,59764.5,"['素然柜', 'ZUCZUG', '毛巾美术馆柜']",春季,17
8277,1575df57,女,1007,46,3594.0,3594.0,"['雅诗兰黛柜', '莱尔斯丹柜']",春季,1
8278,1f788c89,男,854,49,0.0,18680.0,"['启才柜', '启才名店']",春季,7
8279,691eae89,女,2065,44,0.0,2789.1,['CARBANNIA（卡邦尼）'],秋季,1
8280,2c9f9a19,女,1626,37,16961.0,24568.8,"['HUGO BOSS柜', ""科颜氏(Kiehl's)"", '阿玛尼GIORGIO ARMANI']",冬季,12
8281,8b36f83d,女,1057,34,3647.0,5442.0,['谢瑞麟柜'],冬季,2
8282,f0a99558,女,749,24,650.0,650.0,['阿玛尼GIORGIO ARMANI'],夏季,1
8283,ff8fd662,男,3275,34,1048.0,1048.0,['沙驰女包柜'],冬季,2
8284,42d8d085,女,5,46,12601.0,26793.030000000002,['AUPRES'],冬季,11
8285,f2ece20a,女,1324,42,1080.0,1080.0,['倩碧柜'],春季,2
8286,c4c7fc93,女,150,50,3249.0,3249.0,['YARLOKS（女鞋)'],秋季,1
8287,50a386ba,女,3150,51,2532.0,4030.5,"['BY selvage 柜', 'MU 柜', 'Thursday Island']",冬季,2
8288,d8620383,男,921,37,293.0,1419.8,"['VME柜', '虎牌', '同仁堂 农柜']",春季,2
8289,aa80fce6,男,3176,37,12.0,1938.0,['周大福柜'],冬季,1
8290,414ddbc0,女,1089,30,1039.0,1039.0,['MO&CO.EDITION柜'],春季,1
8291,a13b1115,女,3459,56,780.0,780.0,['植村秀柜'],春季,1
8292,17d4e33b,女,903,34,1985.0,1985.0,"['欧莱雅柜', '兰芝柜', ""科颜氏(Kiehl's)""]",夏季,3
8293,4116ac91,女,1456,34,12135.0,12135.21,"['CLINIQUE', '莱珀妮(La Prairie)', '欧莱雅柜']",冬季,2
8294,cda82425,女,23,35,1488.0,3443.0,"['周大福柜', 'Dior']",冬季,2
8295,15eba676,男,1481,40,1497.0,1497.0,['Embry Form(4F)'],夏季,1
8296,fed7f8b1,女,3193,34,3701.0,3701.0,['DAZZLE DIANMOND柜'],冬季,1
8297,ee9b747b,女,1632,31,6880.0,6880.0,"['CHANEL', 'BIOTHERM', 'LANCOME']",春季,1
8298,66030d87,女,2139,40,27536.0,34689.5,"['Dior', '阿玛尼GIORGIO ARMANI', '雅诗兰黛ESTEE LAUDER']",秋季,8
8299,21c181a7,女,1317,43,11659.0,11866.0,"['ARMANI COLLEZIONI', '飞利浦 柜', '多样屋柜']",春季,4
8300,67ac89e7,女,2137,61,1390.0,1390.0,['兰蔻柜'],冬季,1
8301,3303f44c,男,973,40,17299.0,20332.9,['思加图柜'],春季,21
8302,74d7b5f0,女,697,35,6560.0,6560.0,"['OHUI/后', 'Dior']",秋季,3
8303,8c176767,女,1883,34,162587.0,182037.26,"['H.GENTEEL荷高', ""O'2ND"", 'PAW IN PAW']",秋季,64
8304,81c582da,女,3208,33,12059.0,12059.0,"['OHUI/后', '阿玛尼GIORGIO ARMANI', '欧舒丹柜']",春季,9
8305,a93d1aaf,女,977,49,1278.0,6390.0,['瑞士钟表柜'],春季,1
8306,f2ab837c,女,12,41,4568.0,4568.0,['COACH 柜'],夏季,1
8307,d83080ee,女,1259,29,2305.0,2305.0,"['LANCOME', '赫莲娜(HR)']",冬季,2
8308,8b0bf55e,女,664,30,8715.0,10594.0,"['宝明堂柜', '启才柜', '同仁堂柜']",春季,1
8309,572e81e7,女,1079,27,770.0,8924.0,"['BOBBI BROWN', 'LA MER', 'HUGO BOSS柜']",春季,3
8310,4b01ae8a,女,2994,56,26181.0,39047.17999999999,"['LANCOME', 'MAX&CO柜', 'APM']",春季,17
