,rhsc,xfsp,sfpc,zjxf
5038,2847,8855.0,2,996
5039,832,105778.43,20,1095
5040,1719,3018.0,1,1042
5041,2706,5401.0,1,925
5042,1717,10779.999999999998,5,915
5043,3225,1985.0,1,852
5044,933,6690.0,1,1094
5045,3143,1980.0,2,947
5046,4284,2081.0,3,55
5047,887,26607.0,8,1096
5048,1468,2349.0,1,732
5049,1871,780.0,1,563
5050,201,1860.0,1,113
5051,1490,16403.0,5,1095
5052,1398,329.0,1,1095
5053,1717,375.0,1,1094
5054,1154,1520.0,1,47
5055,482,206062.9,46,100
5056,1681,20757.0,9,850
5057,904,11953.0,3,1094
5058,4654,3023.0,5,110
5059,1087,6832.0,1,830
5060,700,4677.5,3,442
5061,1303,69010.18,23,108
5062,2349,713.0,1,81
5063,1368,13738.0,3,492
5064,3171,4036.0,5,642
5065,3152,4040.0,1,565
5066,451,361312.07000000007,62,499
5067,2756,1619.0,1,450
5068,3740,1970.0,1,537
5069,1622,50845.4,13,144
5070,3015,7530.0,9,997
5071,486,27305.0,17,1094
5072,3195,7366.0,5,1096
5073,863,208164.78,34,1088
5074,1585,3042.0,1,988
5075,870,1810.0,1,1033
5076,1358,3377.0,2,1082
5077,308,51178.0,16,674
5078,816,1104.0,2,31
5079,1138,1803.0,1,560
5080,1974,12654.5,2,1017
5081,3187,4659.999999999999,2,595
5082,584,3310.0,2,891
5083,2081,17409.0,9,233
5084,108,22010.0,6,171
5085,1771,2710.0,2,128
5086,2193,22965.0,8,82
5087,2545,384690.98,29,695
5088,1903,25636.8,7,1042
5089,2226,1692.0,1,796
5090,1643,2625.0,1,24
5091,2402,980.0,1,209
5092,40,872.0,1,876
5093,773,2075.0,1,1095
5094,3554,208.0,1,2
5095,1254,25217.0,11,770
5096,3,999.0,1,901
5097,1024,972.0,1,899
5098,2777,1580.0,1,1094
5099,364,11392.0,10,1088
5100,9,2218.0,1,470
5101,997,320.0,1,1043
5102,1762,3384.0,1,121
5103,804,2227.0,2,797
5104,2515,15070.0,10,140
5105,1087,11275.0,5,78
5106,613,260.0,1,1032
5107,333,750.0,1,576
5108,726,60162.27,16,221
5109,1101,1590.0,1,191
5110,436,8745.0,3,1088
5111,1039,7211.0,1,44
5112,3586,548.0,1,54
5113,1234,17424.0,1,1086
5114,2147,310.0,1,1032
5115,723,2940.0,1,924
5116,2291,750.0,1,42
5117,2530,3624.0,1,373
5118,308,2300.0,2,66
5119,1059,12564.0,6,1096
5120,991,650.0,1,827
5121,2398,5855.0,1,1014
5122,1007,2610.0,2,953
5123,896,2020.0,1,660
5124,972,5637.440000000001,5,138
5125,1597,950.0,1,1074
5126,392,57485.0,17,1096
5127,1050,5990.0,3,485
5128,30,6320.0,1,893
5129,933,3388.0,1,1063
5130,1460,4330.0,1,171
5131,2652,2670.0,1,1070
5132,438,51990.5,13,1073
5133,3225,80.0,1,631
5134,1092,35705.0,16,777
5135,3901,399.0,1,204
5136,766,3860.0,1,1059
5137,435,48330.60000000001,13,486
5138,1019,1574.0,1,991
5139,535,73951.29999999999,16,628
5140,4900,1220.0,1,931
5141,3161,13290.0,1,995
5142,4396,9085.0,3,1095
5143,3135,1701.0,1,1001
5144,1207,590.0,1,957
5145,1719,21259.0,9,971
5146,1413,1090.0,1,599
5147,199,13584.0,2,179
5148,1099,2375.0,1,838
5149,1659,148945.36,69,794
5150,1472,260.0,1,968
5151,1490,5255.0,1,957
5152,1742,4981.0,2,188
5153,1641,3450.0,1,1087
5154,1390,5119.0,4,166
5155,1475,16660.5,19,1091
5156,1719,1590.0,2,519
5157,975,9825.48,1,1059
5158,953,12277.0,8,1017
5159,2691,2350.0,2,996
5160,2299,38191.66,20,555
5161,3134,6132.0,3,756
5162,2921,24820.0,6,1018
5163,1017,72991.0,20,1068
5164,3694,1868.94,2,1060
5165,2054,78.0,1,525
5166,354,14365.16,10,198
5167,677,10321.8,4,1060
5168,2854,4590.0,2,1071
5169,887,4727.0,1,73
5170,3958,2470.5,2,138
5171,1340,65.0,2,117
5172,2052,1325.0,3,155
5173,629,748.0,1,724
5174,39,9437.3,8,216
5175,2157,1948.0,2,628
5176,1659,126153.76,25,914
5177,44,290.0,1,114
5178,42,1010888.04,119,937
5179,1342,34502.8,19,116
5180,2524,6375.0,5,787
5181,4641,1922.0,2,164
5182,1539,1140.0,1,826
5183,742,7997.0,6,1094
5184,928,10118.0,14,178
5185,2450,218.0,1,604
5186,2572,10614.0,4,240
5187,1416,6185.0,3,373
5188,3030,20480.28,6,995
5189,2374,3492.0,1,163
5190,1466,5086.0,3,141
5191,2456,2680.0,1,1093
5192,1480,865.0,3,375
5193,3226,4110.0,1,1002
5194,77,10898.0,5,624
5195,3292,54166.0,17,632
5196,1642,3400.0,1,1096
5197,917,2000.0,2,241
5198,2769,2003.0,1,1088
5199,1239,590.0,1,940
5200,2760,1717.2,1,546
5201,2394,4387.0,1,1041
5202,714,12999.6,9,833
5203,2731,4280.0,1,119
5204,2387,73989.48000000001,14,760
5205,34,1445.0,2,651
5206,684,2502.0,5,927
5207,4051,3610.0,2,187
5208,2441,3628.0,3,765
5209,884,144182.0,3,1096
5210,1035,29645.0,10,695
5211,2196,3881.5,2,140
5212,1719,11515.0,1,1082
5213,3236,6229.0,5,1088
5214,1569,10668.0,3,675
5215,336,1696.0,1,858
5216,1506,11674.0,4,22
5217,928,4580.0,1,129
5218,271,39609.900000000016,24,935
5219,2817,12028.0,6,593
5220,1923,1700.0,1,225
5221,101,8290.0,2,192
5222,1265,905.0,5,581
5223,1719,1175.0,2,732
5224,380,1877.0,3,754
5225,1522,2260.0,2,57
5226,1764,2430.0,2,1033
5227,1923,2723.0,1,1034
5228,1875,23893.6,16,222
5229,3126,340.0,1,762
5230,3661,13116.1,8,234
5231,4809,6927.19,2,136
5232,1350,1752.0,3,540
5233,47,24673.0,2,1060
5234,5,1500.0,1,71
5235,3250,2315.0,2,682
5236,1380,4410.0,6,215
5237,946,401.0,1,807
5238,1655,51428.85000000001,7,719
5239,688,1340.0,2,1082
5240,818,3076.0,2,500
5241,40,16923.6,8,643
5242,1483,1930.0,1,1007
5243,1036,6100.0,4,995
5244,1260,3238.0,2,1051
5245,1455,955.0,3,730
5246,953,6170.08,1,1088
5247,867,655.0,1,980
5248,1923,5744.38,3,933
5249,1210,16889.0,3,1095
5250,377,5000.0,1,1006
5251,2124,56718.4,32,618
5252,2411,2380.0,1,119
5253,702,69510.0,29,610
5254,1099,18191.0,6,1059
5255,1553,4939.2,1,770
5256,22,1200.0,1,1078
5257,1203,5810.0,2,2
5258,870,63140.2,24,454
5259,1095,8935.0,4,95
5260,2325,13422.1,6,436
5261,389,12316.0,5,1078
5262,2900,2575.0,2,870
5263,10,28261.32,4,40
5264,2422,18146.0,7,592
5265,1615,11427.000000000002,6,917
5266,3819,43019.9,11,448
5267,1052,320.0,1,906
5268,1333,11800.0,1,1060
5269,3029,4402.0,1,880
5270,241,54840.0,13,927
5271,5023,8483.0,9,44
5272,362,1023.0,2,164
5273,1649,2190.0,1,20
5274,3331,938.0,1,893
5275,733,11520.0,7,8
5276,1309,3730.0,3,750
5277,2063,10510.7,3,696
5278,1079,2500.0,1,65
5279,908,146226.90000000002,74,1022
5280,55,24156.2,5,162
5281,38,4302.0,2,1043
5282,2985,28214.0,7,1065
5283,393,65144.68,28,1070
5284,2757,894.0,1,195
5285,1335,5630.0,5,968
5286,1093,6109.0,2,613
5287,796,13351.3,11,205
5288,1040,320.0,1,127
5289,495,360435.72,73,453
5290,1824,7905.0,7,996
5291,1783,1994.0,2,1019
5292,2196,2345.0,1,1060
5293,897,3300.0,1,502
5294,1567,4215.0,3,982
5295,1683,7102.0,7,1025
5296,2799,1700.0,1,577
5297,663,9848.0,6,480
5298,2935,310.0,1,493
5299,980,3220.0,1,73
5300,2075,54031.6,10,810
5301,51,11272.0,3,113
5302,4326,1753.3,2,828
5303,1046,2250.0,1,1096
5304,1918,1519.2,1,1095
5305,1924,2107.0,2,802
5306,648,10697.0,6,942
5307,884,39483.18,18,486
5308,1052,10565.5,6,807
5309,1236,5892.0,7,999
5310,852,490.0,1,108
5311,2616,1095.0,1,1060
5312,1061,736.0,2,85
5313,660,60680.6,21,579
5314,1505,1050.0,1,850
5315,3275,9335.0,1,2
5316,942,22374.5,8,1059
5317,979,57473.2,6,948
5318,2783,340.0,1,65
5319,2806,16538.0,9,864
5320,2805,1300.0,1,155
5321,1370,79025.0,12,86
5322,717,10618.8,6,1024
5323,1191,538.0,1,778
5324,3137,1000.0,1,373
5325,2,1910.0,1,58
5326,4284,1901.36,1,837
5327,317,5176.0,1,693
5328,1460,9220.0,6,375
5329,558,206194.3,58,862
5330,5172,856.0,2,1087
5331,806,14007.6,6,889
5332,43,16314.78,2,436
5333,1294,1400.0,1,117
5334,2967,5230.0,3,917
5335,2509,1940.0,1,570
5336,27,2357.0,2,1024
5337,1846,320.0,1,969
5338,1567,221.94,1,969
5339,772,3486.0,1,868
5340,903,2592.0,1,695
5341,3308,400.0,1,146
5342,245,13205.0,4,707
5343,1048,550.0,1,454
5344,2063,21172.6,5,925
5345,279,300.0,1,645
5346,2589,2700.0,1,1077
5347,25,72248.0,1,912
5348,968,801.0,1,702
5349,2315,10985.0,1,173
5350,4494,5213.4,2,1008
5351,1619,18000.0,5,640
5352,1719,4802.0,2,1083
5353,815,316.0,1,488
5354,593,2839.0,2,762
5355,4717,2230.0,1,135
5356,4654,1330.0,1,554
5357,2609,4745.0,6,898
5358,1512,111218.1,22,1060
5359,959,3469.0,3,1077
5360,1354,680.0,1,227
5361,1443,11700.0,1,1088
5362,1930,1790.0,1,565
5363,1455,1870.0,1,544
5364,1753,338.0,1,1092
5365,3158,2263.0,4,1060
5366,3855,7779.8600000000015,6,801
5367,2904,5265.0,3,36
5368,385,2038.0,1,665
5369,5148,1710.0,1,569
5370,953,6771.0,2,892
5371,2972,9062.0,3,1094
5372,3129,2732.0,1,553
5373,2195,1770.0,2,1018
5374,3169,1602.0,1,1000
5375,2393,22890.1,16,1095
5376,2038,250.0,1,129
5377,1816,277331.1,52,797
5378,763,2130.0,1,484
5379,1581,700.0,1,562
5380,4053,5698.0,4,967
5381,817,4880.0,3,233
5382,415,5385.0,3,961
5383,1647,5846.0,7,915
5384,3334,1920.0,1,451
5385,3149,5344.0,5,1073
5386,3157,2602.0,2,111
5387,1261,9410.0,4,1090
5388,772,55023.0,10,194
5389,954,7205.0,3,1084
5390,887,100469.0,35,3
5391,3216,31133.04,7,955
5392,276,13988.6,3,613
5393,1422,9929.0,4,1096
5394,1618,15803.6,6,558
5395,378,20072.1,12,912
5396,2095,1010.0,1,932
5397,461,4064.0,4,794
5398,2226,0.0,1,847
5399,925,1990.0,1,172
5400,1576,492.0,1,819
5401,2184,4903.0,2,373
5402,562,195483.22,40,1060
5403,918,12623.0,2,710
5404,1609,356.0,1,1020
5405,1631,320.0,1,817
5406,3752,8964.0,4,498
5407,2776,504.0,1,216
5408,659,12937.4,10,1084
5409,1018,2877.0,4,198
5410,844,6670.0,2,997
5411,1752,5350.0,3,532
5412,3191,4630.0,2,446
5413,1925,10045.0,3,517
5414,3127,358.0,1,1095
5415,1036,10412.0,3,932
5416,919,5250.0,1,237
5417,391,5438.0,3,66
5418,1938,4521.0,1,1075
5419,1229,2598.0,3,195
5420,597,1270.0,1,1038
5421,1036,63157.7,27,473
5422,1095,9510.0,2,912
5423,1216,147.56,3,1060
5424,2804,1508.0,1,174
5425,2274,45806.5,17,668
5426,2044,14299.2,3,1054
5427,1098,980.0,1,845
5428,975,38506.74,12,850
5429,884,276212.0,3,1059
5430,2310,2980.0,1,97
5431,2848,4360.0,2,810
5432,2542,1250.0,1,130
5433,2180,5990.0,2,495
5434,1175,6585.0,1,968
5435,102,171.0,1,510
5436,2481,14512.0,2,1040
5437,651,3090.0,3,148
5438,733,29623.2,10,1094
5439,68,3986.5,2,1089
5440,3224,945.0,3,609
5441,2927,278149.1300000001,46,531
5442,2684,30246.0,3,639
5443,3163,1298.0,1,1067
5444,228,21850.0,9,498
5445,17,2512.0,2,1024
5446,3052,80778.27000000003,19,997
5447,2906,27874.88,16,440
5448,2432,6552.0,3,1095
5449,1203,3980.0,3,177
5450,443,58083.38000000001,8,1094
5451,1413,1176.0,1,193
5452,979,6158.0,4,53
5453,1527,9375.0,2,1095
5454,3,9202.0,2,1096
5455,2761,12715.0,8,905
5456,1099,1080.0,1,128
5457,2266,2010.0,1,944
5458,2796,90.0,1,1096
5459,2491,2448.0,1,210
5460,2630,5850.0,5,968
5461,178,5700.0,3,451
5462,2040,1928.0,4,128
5463,3183,1381.0,1,30
5464,597,1344.0,1,116
5465,4752,7174.0,4,1080
5466,4809,6719.04,2,1053
5467,1386,6355.0,4,121
5468,1633,699.0,1,373
5469,734,1661.0,6,1084
5470,989,1666.0,1,961
5471,1519,315.0,2,781
5472,1017,7484.0,3,214
5473,2623,8680.0,4,903
5474,923,20159.0,3,795
5475,814,9110.0,1,980
5476,2323,13437.2,2,899
5477,1786,832.5,2,695
5478,679,22685.6,13,36
5479,862,1520.0,1,134
5480,985,10030.0,1,37
5481,973,14960.0,1,1097
5482,2084,70554.7,31,796
5483,5518,7506.0,2,626
5484,748,196.0,1,1072
5485,1058,33048.34,13,929
5486,3113,2014.0,2,1078
5487,1320,13885.0,9,995
5488,1002,778.1,2,879
5489,939,1447.0,1,995
5490,2342,280.0,1,986
5491,1020,12158.5,4,872
5492,894,35445.0,1,734
5493,561,2836.0,4,128
5494,4117,6715.0,2,210
5495,3266,3500.0,1,997
5496,63,13716.0,2,821
5497,645,5057.0,2,598
5498,2219,12285.0,3,228
5499,608,2319.2,2,1024
5500,1044,218.0,1,536
5501,1931,5182.0,5,720
5502,2770,3020.0,1,968
5503,27,17400.0,3,1094
5504,1522,20606.0,3,483
5505,3157,14953.0,5,32
5506,2260,1510.0,2,778
5507,3224,2500.0,1,1095
5508,2126,2562.0,2,997
5509,1737,16750.1,11,992
5510,86,42927.65,13,1059
5511,2153,918.0,1,159
5512,2610,15485.0,8,950
5513,103,356.4,1,136
5514,1127,170.0,1,731
5515,456,16698.0,5,548
5516,1032,2110.0,1,1026
5517,436,5814.0,1,695
5518,703,13820.0,4,241
5519,1054,3139.2,1,1037
5520,4271,1520.0,1,1093
5521,4481,9412.64,10,700
5522,773,27820.0,9,974
5523,953,815.0,2,779
5524,977,1910.0,1,129
5525,67,273618.8,42,1027
5526,1557,90761.5,42,797
5527,3210,759.0,1,202
5528,980,4382.16,5,647
5529,2926,14502.0,2,159
5530,1532,63902.0,18,1019
5531,2534,1952.0,2,942
5532,3778,4481.0,3,1013
5533,913,15048.0,1,812
5534,2145,7770.0,3,1059
5535,1174,1110.0,1,202
5536,2920,2334.0,4,1060
5537,46,6120.0,8,568
5538,3936,12263.0,4,1053
5539,5166,132960.84,40,142
5540,1140,1882.0,1,1060
5541,21,313017.8,41,1060
5542,825,13585.0,1,797
5543,926,8060.59,4,993
5544,1156,3516.0,4,996
5545,1193,4110.0,2,728
5546,852,14763.5,13,1075
5547,29,8576.0,1,876
5548,2473,17389.0,9,845
5549,3302,2261.0,1,186
5550,1390,21041.0,6,6
5551,135,2691.0,1,751
5552,3229,15993.0,6,968
5553,435,7980.8,7,542
5554,3061,11665.3,9,872
5555,1889,38970.319999999985,31,782
5556,2397,9134.0,2,779
5557,6,1699.9999999999998,1,1078
5558,3298,445.5,1,1094
5559,736,1045.0,3,1047
5560,1870,271.69,1,995
5561,1663,782.0,2,902
5562,4819,398.0,1,1065
5563,47,7184.1,3,491
5564,1319,3537.0,5,829
5565,1179,5836.0,3,450
5566,2007,900.0,1,999
5567,534,36884.0,10,451
5568,561,95791.1,16,1020
5569,884,5574.0,1,1077
5570,2110,2159.0,1,830
5571,2075,28463.8,13,51
5572,2945,550.0,1,1060
5573,3206,141357.3,26,870
5574,1025,1050.0,1,1090
5575,3168,1278.0,2,771
5576,1188,41419.6,11,1034
5577,3825,2880.0,1,1017
5578,37,3801.0,1,707
5579,1589,10007.0,4,1095
5580,869,1680.0,1,507
5581,139,1790.0,1,1084
5582,3029,203.0,1,1064
5583,1455,630.0,1,1019
5584,1883,130862.75,42,909
5585,1227,17186.0,12,619
5586,28,1580.0,2,5
5587,933,56726.0,14,810
5588,1728,1180.0,1,784
5589,730,6515.0,3,177
5590,1020,62382.4,47,47
5591,2046,32978.8,5,797
5592,436,47496.10000000001,12,199
5593,655,7215.0,5,732
5594,1130,1306.0,1,771
5595,2384,2060.0,1,832
5596,429,79149.0,15,1089
5597,1261,73059.0,16,1044
5598,274,1853.0,5,794
5599,1930,4005.0,4,27
5600,321,28307.0,7,1091
5601,132,675.0,1,714
5602,657,66392.64,34,870
5603,802,12285.0,4,1024
5604,2072,4950.0,1,1095
5605,2554,2972.0,2,1028
5606,2126,1781.64,1,996
5607,649,10992.0,3,199
5608,349,24023.2,14,143
5609,1520,67249.5,13,114
5610,4560,13027.0,5,1074
5611,29,26539.0,2,114
5612,7,1490.0,1,154
5613,1643,1258.0,2,44
5614,2450,6585.0,2,814
5615,2271,2400.0,2,846
5616,32,3200.0,1,495
5617,721,3479.0,2,740
5618,1139,350.0,1,1004
5619,1175,4920.0,1,756
5620,3486,6347.8,4,195
5621,403,13231.8,2,66
5622,2160,29143.2,10,879
5623,2265,1140.0,2,124
5624,3359,81919.65999999999,21,15
5625,980,32080.6,6,833
5626,1077,11701.0,3,1096
5627,2509,20194.0,4,59
5628,3219,17500.0,1,1095
5629,1347,8401.0,2,749
5630,1047,5281.0,1,797
5631,1406,480.0,1,1095
5632,372,45980.7,6,695
5633,1591,6154.0,4,224
5634,967,25101.0,5,945
5635,4480,1089.0,1,42
5636,3259,4460.0,1,966
5637,2282,15019.0,7,605
5638,3039,4985.0,3,967
5639,1286,3442.0,3,1045
5640,1259,40265.0,12,662
5641,832,15820.0,3,1067
5642,2268,21825.6,10,864
5643,2163,6524.0,1,826
5644,95,1848.0,1,1083
5645,2716,21856.0,3,556
5646,2650,1820.0,2,551
5647,4607,1080.0,1,882
5648,1141,2509.0,2,162
5649,3221,3545.0,3,177
5650,3344,19024.2,5,881
5651,1919,650.0,1,918
5652,1119,2108.0,1,1094
5653,5,22334.0,3,693
5654,1763,28746.18,18,950
5655,1719,22232.0,3,164
5656,5178,441.0,1,821
5657,902,5420.0,2,857
5658,2764,18716.0,5,705
5659,5190,6307.6,4,162
5660,1317,11866.0,4,629
5661,1341,7055.0,4,997
5662,3141,156.0,1,49
5663,1327,10045.0,2,660
5664,1591,24832.0,7,845
5665,1656,48684.7,28,1098
5666,2065,2789.1,1,933
5667,1950,414.0,1,1095
5668,1008,7520.0,1,780
5669,799,44705.2,17,500
5670,2974,560.0,1,894
5671,463,33747.619999999995,20,946
5672,3295,6740.0,5,861
5673,2447,5382.0,1,997
5674,3121,6049.0,2,234
5675,1475,17396.5,10,172
5676,1098,58009.02,17,804
5677,2589,2440.0,2,829
5678,4560,120549.39999999998,49,1098
5679,1979,9661.4,5,1097
5680,873,1480.0,2,807
5681,3145,8073.0,4,1095
5682,802,195.0,1,726
5683,3175,5860.0,1,995
5684,720,1600.0,2,1059
5685,807,4147.0,3,732
5686,2180,833.0,1,129
5687,392,320.0,1,87
5688,26,4212.0,1,1081
5689,2925,7250.2,2,1066
5690,3174,3300.0,1,1094
5691,4433,5262.3,1,759
5692,2595,3290.0,1,73
5693,20,15105.000000000002,5,1097
5694,1719,3370.0,3,467
5695,727,16897.0,1,986
5696,2646,5312.0,4,1071
5697,436,30337.0,14,115
5698,3233,2792.0,1,633
5699,469,12764.0,6,997
5700,1470,1740.0,1,1060
5701,393,76622.59,25,459
5702,1085,28729.0,4,233
5703,2327,5569.0,1,940
5704,1092,1799.0,1,1033
5705,4409,42838.4,11,192
5706,3215,17420.8,6,737
5707,920,1640.0,1,675
5708,1152,11137.0,3,1060
5709,1685,3352.0,3,121
5710,374,20006.0,12,1011
5711,1078,1045.0,1,786
5712,4677,928.0,1,1060
5713,1009,20957.5,8,1059
5714,18,31080.0,1,793
5715,437,84151.0,19,1035
5716,1243,680.0,1,1072
5717,823,6412.0,7,1059
5718,2302,22844.64,16,1067
5719,1223,1600.0,1,944
5720,384,12311.14,5,732
5721,412,12125.0,13,38
5722,2589,2805.0,2,986
5723,2623,89807.0,28,939
5724,3168,2083.0,1,137
5725,921,126019.86,63,100
5726,909,26958.0,15,231
5727,135,2400.0,1,1059
5728,699,1120.0,1,1081
5729,1032,470.0,2,859
5730,3055,2760.0,1,677
5731,2844,19777.0,2,962
5732,374,14023.0,9,1096
5733,2402,12460.0,4,1095
5734,1220,10260.0,3,1094
5735,985,7892.0,3,55
5736,1065,1980.0,1,514
5737,1089,67320.0,15,653
5738,1088,115786.0,41,234
5739,2108,22432.200000000004,7,1060
5740,949,5870.0,2,695
5741,748,3520.0,3,745
5742,3012,1094.0,2,995
5743,1509,2030.0,6,1081
5744,985,40787.289999999986,23,1078
5745,981,2660.0,1,147
5746,54,26522.6,13,1086
5747,3151,3443.0,2,618
5748,15,8474.0,1,803
5749,4070,740.0,2,1072
5750,1319,4234.0,1,212
5751,1658,4680.0,1,1082
5752,1713,3989.0,2,1022
5753,1289,4450.0,1,832
5754,1926,5380.0,4,1
5755,2938,9935.39,11,122
5756,1069,680.0,1,904
5757,354,2061.0,2,537
5758,5155,6035.0,2,555
5759,1230,319.0,1,203
5760,26,4396.0,1,181
5761,3253,10226.0,2,1
5762,2814,13736.0,10,133
5763,1531,3420.0,1,987
5764,1425,800.0,1,878
5765,1503,15190.0,6,921
5766,1366,8124.4,5,947
5767,391,227290.27,46,114
5768,2804,1095.0,1,1086
5769,781,99101.5,23,899
5770,4734,8019.0,1,75
5771,1519,1630.0,3,1092
5772,1785,1715.0,3,493
5773,3160,6174.0,5,1045
5774,4512,3766.0,2,1060
5775,587,148817.5,39,732
5776,1853,4040.0,2,80
5777,2280,1889.0,2,612
5778,2594,3330.0,1,562
5779,971,7324.0,4,507
5780,1719,2382.0,1,1059
5781,1589,230026.98,42,1087
5782,3184,1360.0,1,1088
5783,406,4811.4,1,183
5784,3071,4790.0,1,122
5785,882,482665.5,129,1095
5786,982,2996.0,2,968
5787,39,468.0,1,864
5788,979,1053.5,2,808
5789,3096,30.0,1,1096
5790,190,2160.0,1,1001
5791,987,1460.0,1,239
5792,3286,28529.0,10,793
5793,2667,199030.9,41,1036
5794,28,131139.7,41,597
5795,3194,17814.0,3,166
5796,1108,21663.0,4,967
5797,1167,84428.0,18,1060
5798,435,4966.0,3,635
5799,767,4637.0,2,1095
5800,202,1848.0,3,121
5801,948,67901.0,17,471
5802,415,45650.5,7,582
5803,928,230.0,1,1032
5804,1245,875.0,1,141
5805,1093,23288.0,3,130
5806,2590,29106.300000000007,9,758
5807,134,12212.0,3,721
5808,3393,295.0,1,18
5809,2522,4030.0,1,194
5810,2180,3082.0,1,863
5811,3387,8086.2,6,567
5812,822,18016.0,8,1070
5813,717,1915.0,3,816
5814,3312,3778.0,1,200
5815,2455,5280.0,1,199
5816,3116,12244.0,5,1074
5817,1237,8064.999999999999,5,1065
5818,935,2489.0,1,1083
5819,150,4700.0,1,982
5820,1639,2640.0,1,444
5821,2837,17839.0,3,38
5822,879,6386.0,3,1005
5823,1395,1300.0,1,32
5824,43,40013.6,9,1029
5825,2905,48620.60000000001,8,145
5826,1315,63888.2,23,1061
5827,404,7500.0,1,656
5828,2064,106.0,1,1038
5829,3218,4229.0,1,744
5830,2221,944.0,3,1060
5831,436,2628.0,2,668
5832,1548,2059.0,2,1088
5833,447,113425.98,40,112
5834,170,59104.0,10,1075
5835,724,4109.0,3,1069
5836,2196,3080.0,1,1096
5837,933,4960.0,3,1098
5838,887,92942.48,14,895
5839,869,918.0,1,854
5840,1934,16430.0,8,986
5841,2302,1742.0,2,746
5842,352,9367.0,8,65
5843,2163,2020.0,2,699
5844,1496,6502.0,3,872
5845,1366,7620.0,3,945
5846,336,10470.0,9,1096
5847,1153,15672.0,3,1094
5848,2205,14025.0,7,123
5849,3114,2599.0,2,117
5850,2522,198066.88,77,755
5851,668,3913.0,2,663
5852,67,3750.0,1,101
5853,769,16282.0,6,669
5854,4481,6054.0,4,556
5855,1692,1608.3,2,1094
5856,1490,18.0,1,743
5857,2522,62388.0,7,1085
5858,2130,10285.0,2,171
5859,3345,8211.0,3,5
5860,3347,240.0,1,941
5861,3286,399.0,1,486
5862,1270,14959.0,2,1028
5863,1934,11107.5,4,625
5864,970,2142.0,1,1091
5865,1505,92953.0,11,779
5866,3166,1343.0,1,507
5867,2886,43326.0,4,205
5868,818,3914.0,3,995
5869,1156,5568.0,1,1073
5870,2815,21917.5,6,21
5871,2190,3432.0,1,1094
5872,727,13165.0,6,1094
5873,720,68355.3,19,499
5874,985,5382.0,1,616
5875,1497,1240.0,1,1043
5876,3023,12034.0,4,204
5877,821,3024.4,2,131
5878,2937,6339.0,1,1076
5879,2210,25982.0,14,131
5880,12,15400.0,2,1002
5881,1269,600.0,2,828
5882,1373,550.0,1,1050
5883,1117,1415.0,1,499
5884,3779,6000.0,3,108
5885,1582,5892.0,7,997
5886,2774,19656.73,13,630
5887,980,2911.5,1,1046
5888,1469,3385.0,2,49
5889,377,7338.2,9,806
5890,1924,70292.81,23,455
5891,394,1595.0,2,373
5892,356,63436.56,10,570
5893,1041,15874.0,2,582
5894,23,4343.0,4,948
5895,1126,14125.5,13,898
5896,66,47353.8,24,373
5897,1039,3346.0,3,1094
5898,2135,20087.0,10,1070
5899,645,23012.9,8,527
5900,2382,5002.0,4,373
5901,1221,2140.0,1,230
5902,1775,13611.0,2,1096
5903,2959,395.0,1,79
5904,985,2537.0000000000005,2,934
5905,3586,1057.0,1,1010
5906,1570,1245.0,1,91
5907,219,6469.0,3,773
5908,490,63330.64,9,66
5909,48,61957.8,26,969
5910,1991,56881.4,14,454
5911,211,5484.0,5,129
5912,3516,9235.6,27,177
5913,415,6300.0,2,47
5914,1099,2160.0,2,1006
5915,8,5900.0,3,1046
5916,965,1540.0,1,1013
5917,803,14400.0,1,1088
5918,2651,16993.800000000007,11,716
5919,2379,4180.0,1,1096
5920,4292,15383.0,6,144
5921,468,5230.6,6,79
5922,2338,1300.0,1,1059
5923,12,19804.0,2,688
5924,1372,855.0,1,751
5925,1656,11280.0,2,75
5926,580,21909.0,4,66
5927,4596,3361.4,6,443
5928,3178,9241.0,5,967
5929,401,81320.99999999999,30,878
5930,984,3865.0,2,615
5931,1259,1984.0,2,750
5932,1098,7110.0,1,22
5933,1631,38885.44,16,1095
5934,13,6700.0,1,1060
5935,1777,1790.0,3,866
5936,1331,9986.0,5,448
5937,76,6979.999999999999,1,229
5938,436,7510.3,9,1095
5939,1278,9508.0,2,1021
5940,2125,4606.0,2,64
5941,2804,48.0,1,36
5942,2852,708.0,1,554
5943,2430,8575.0,3,778
5944,46,5818.0,3,723
5945,1796,796.0,1,845
5946,886,26106.0,3,990
5947,3091,480.0,1,202
5948,1054,2718.0,2,66
5949,2030,54747.0,5,64
5950,1218,4812.0,2,997
5951,1271,106197.8,23,613
5952,1422,4451.0,2,890
5953,1534,12700.0,5,841
5954,298,6975.0,1,129
5955,12,31562.2,12,899
5956,961,1895.0,1,1082
5957,4060,899.0,1,145
5958,91,4090.0,2,219
5959,3235,10845.0,2,780
5960,483,4464.0,1,656
5961,14,256.0,1,107
5962,1009,325.0,1,1060
5963,1987,2070.0,4,189
5964,199,2198.78,3,969
5965,2574,8659.0,5,1020
5966,1972,12387.0,5,241
5967,11,8200.0,9,1092
5968,587,2115.0,1,817
5969,876,338378.81999999995,57,917
5970,2429,4229.0,1,35
5971,41,1259.0,3,737
5972,1534,1080.0,1,995
5973,5113,22321.0,4,1001
5974,1111,750.0,1,204
5975,51,5059.0,2,1075
